Name, Lat, Lon
Hilton Hotel Backyard,26.62215707,-80.03599398
,,
Hirai Beach,35.974,140.673
,,
Hirano,32.960497,132.994746
,,
Hirtles,44.261,-64.272
,,
Hirtshals,57.592946,9.950746
,,
Hiruga,35.616942,135.894227
,,
Hither Hills State Park,41.00764478,-72.00915813
,,
Hitotsuse,32.043532,131.506991
,,
Ho'okipa,20.936,-156.359
,,
Hobe Sound Public Beach,27.06670219,-80.11447191
,,
Hoddevik,62.124746,5.157144
,,
Hoek van Holland,51.99139,4.098278
,,
Holland Light House,42.772947,-86.217218
,,
Holly Beach,29.769,-93.46
,,
Holmes Beach Pier,27.49680446,-82.71401455
,,
Holyoke,39.552472,-74.243439
,,
Holywell Bay,50.394,-5.149
,,
Honeymoon Island,28.060771,-82.830148
,,
Honky's,4.312165457,73.58367522
,,
Honokohau Bay,21.024,-156.61
,,
Honoli'i,19.756,-155.09
,,
Honolua Bay,21.024,-156.642
,,
Honomanu Bay,20.866,-156.166
,,
Honu Beach,-38.14666667,-57.61111111
,,
Horace Caldwell Pier,27.82704888,-97.05276892
,,
Hornsea,53.914,-0.157
,,
Horseshoe,32.838278,-117.283963
,,
Horseshoe Bay,45.95395,-84.72917
,,
Hot Pond Beach,46.572427,-87.390601
,,
Hotelmae,30.3749,130.9486
,,
Hottentot Bay,-26.135,14.944
,,
Hourtin Plage,45.224,-1.176
,,
Huahua,18.175,-103.011
,,
Hudson Ave.,39.692364,-74.140682
,,
Hugoppe,43.1986,140.8424
,,
Huguenot Park (North Jetty),30.40517713,-81.40074116
,,
Hull Bay,18.371,-64.955
,,
Hultin's,21.622,-158.087
,,
Humboldt Harbor Entrance,40.76816197,-124.2424786
,,
Humewood Pier,-33.978,25.654
,,
Hundested strand,55.96757,11.84655
,,
Hungry Head,-31.08,153.055
,,
Hunting Island,32.36627075,-80.43911364
,,
Huntington St. Overview,33.64304501,-117.9858899
,,
Huntington State Beach,33.64377869,-117.9859447
,,
Husavik,65.406,-13.674
,,
Hustadvika Gjestegård,62.985146,7.146555
,,
Hut Gully,-38.436,144.135
,,
Hvide Sande,56.000332,8.109166
,,
Hyatt Reef,-8.715,115.272
,,
Ibiza,38.914,1.458
,,
Icarai,-3.67165,-38.666465
,,
Ichigohama,34.304,136.887
,,
Ifaty,-23.116,43.527
,,
Iguape,-24.753211,-47.542059
,,
Ijmuiden,52.47256,4.55773
,,
Iki-Kuyoshihama,33.796303,129.773179
,,
Ikumi,33.528,134.286
,,
Il Porto,42.46092974,14.23294365
,,
Ilbaritz,43.455,-1.586
,,
Ilha,-22.942288,-42.029425
,,
Ilha Comprida,-24.784,-47.595
,,
Ilha Porchat,-23.975224,-46.36659
,,
Ilha do Farol,36.972289,-7.862803
,,
Ilha do Mel,-25.55,-48.293
,,
Illinois State Beach,42.43733,-87.802713
,,
Iluka Bluff,-29.397,153.374
,,
Iluka Wall,-29.423,153.369
,,
Imbassai,-12.342055,-37.8462
,,
"Imperial Pier, Northside",32.5816435,-117.1332157
,,
"Imperial Pier, Southside",32.57719552,-117.1347499
,,
Impossibles,-8.807,115.108
,,
Impossivel,-8.615505,-35.020375
,,
Imsouane,30.83709899,-9.810962677
,,
Inch Reef,52.1425,-9.993055556
,,
Inch Strand,52.126,-9.976
,,
Inches,17.97138087,-65.96246497
,,
Indialantic Boardwalk,28.09183953,-80.56496501
,,
Indian Beach,45.928,-123.981
,,
Indian Harbour Beach,28.14737473,-80.58183074
,,
Indian River Inlet,38.603993,-75.062714
,,
Indian Rocks Beach,27.882,-82.854
,,
Indiana Dunes,41.673566,-87.03473
,,
Indicas,26.552,-76.955096
,,
Indicators,18.36085983,-67.27182289
,,
Infiernillo,-34.40005603,-72.02982524
,,
Ingleses,-27.429843,-48.390631
,,
Injidup Carpark,-33.69852222,114.987125
,,
Inlet Beach Pier,30.26762059,-85.99385781
,,
Inner Siumu,-14.018,-171.787
,,
Inside Lefts,-6.601088889,105.17275
,,
Inside Rights,-6.594725,105.1507639
,,
Ipitanga,-12.920477,-38.309718
,,
Ipperwash,43.22556,-81.938545
,,
Irago,34.569072,137.0183062
,,
Irago Loco,34.604,137.194
,,
Irago Long Beach,34.612,137.218
,,
Iron Steamer,34.69270355,-76.82854854
,,
Isekagaku,32.01368,131.495672
,,
Iseki,30.766066,131.073246
,,
Ishikariwan,43.2644,140.646
,,
Ishizakihama,32.003682,131.49204
,,
Ishizakikakou,32.010005,131.494385
,,
Isla Blanca State Park,26.06961905,-97.15243319
,,
Isla Mujeres,21.223,-86.722
,,
Isla de Santa Marina,43.46972222,-3.731388889
,,
Island Beach State Park,39.79614,-74.092484
,,
Isola Delle Femmine,38.193,13.244
,,
Isonoura/Mein,34.2585,135.093
,,
Israel Rovercam,32.558,34.906
,,
Itacarezinho,-14.369764,-39.005814
,,
Itacimirim,-12.639232,-38.048194
,,
Itacoatiara,-22.975691,-43.031906
,,
Itagua&ccedil;u,-26.184728,-48.526328
,,
Itaguere,-23.786995,-45.971372
,,
Itaipu,-22.97116,-43.046384
,,
Itaipu,-24.019545,-46.386796
,,
Itaipuacu,-22.971149,-43.01126
,,
Itamambuca,-23.406683,-45.008741
,,
Itanhaem,-24.151427,-46.707858
,,
Itankihama,42.3353,141.0302
,,
Itapiruba,-28.342315,-48.707799
,,
Itapoa,-12.952339,-38.369609
,,
Itauna,-22.939146,-42.476109
,,
Ixtapa,17.659,-101.609
,,
Iztapa,13.925,-90.721
,,
J.P. Luby Surf Park,27.64327898,-97.18612463
,,
JD Reef,-33.272,151.566
,,
Jacaraipe - Solemar,-20.109775,-40.171481
,,
Jacarecica,-9.916383,-35.945964
,,
Jack Darling Park,43.525369,-79.601602
,,
Jack's,36.9577428,-121.9688917
,,
Jacksonville Beach Pier,30.29262688,-81.38578534
,,
Jacone,-22.946556,-42.679789
,,
Jailbreaks,4.307463458,73.5774209
,,
Jake's Point,-27.734,114.145
,,
Jalama,34.50875037,-120.5034829
,,
Jameos del Agua,29.15364,-13.429691
,,
Jan Juc,-38.354426,144.299964
,,
Jangamo Beach,-24.071,35.5
,,
Japanese Rock,26.39224485,-80.06504612
,,
Japaratinga,-9.261582,-35.353366
,,
Jarawa Point,10.67654443,92.58864305
,,
Jardim Atlantico,-14.815026,-39.0234
,,
Jardim do Mar,32.73768,-17.211296
,,
Jebal Ali Lefts,24.967,54.963
,,
Jeffreys Bay,-34.03148611,24.93413056
,,
Jekyll Island,31.10585419,-81.40422768
,,
Jelly Babies,-23.669,43.623
,,
Jenkinson's,40.094041,-74.034859
,,
Jennette's Pier Fishing Cam,35.90995858,-75.59596274
,,
"Jennette's Pier, Northside",35.91141319,-75.59420943
,,
"Jennette's Pier, Southside",35.909929,-75.59297562
,,
Jensen Beach,27.253414,-80.195786
,,
Jeribucacu,-14.344651,-38.999793
,,
Jetty East,30.38090573,-86.50654862
,,
Jetty Park,28.406142,-80.588858
,,
Jialeshuei,21.988,120.849
,,
Jin Shan,25.236,121.639
,,
Jinmen-Oucuo Beach,24.415087,118.344987
,,
Jinqimen-Nongcuncun,29.056669,121.953603
,,
Jinzun Harbor,22.954,121.297
,,
Jisr az-zarqa,32.538,34.9
,,
Joaquina,-27.63111944,-48.448525
,,
Joatinga,-23.015384,-43.289594
,,
Jobos,18.515,-67.077
,,
Jocko's,21.623,-158.085
,,
Jodugullapullam,17.755,83.355
,,
Johanna,-38.76017222,143.3728333
,,
John Lloyd State Park,26.09086461,-80.1072841
,,
John's Folly,18.316,-64.701
,,
Johnsons Beach,30.29767401,-87.41361598
,,
Jones Beach,-34.639,150.856
,,
Jordan River,48.42,-124.056
,,
Josiah's Bay,18.4469967,-64.59065164
,,
Juan Tornillo,5.5429,-77.5116
,,
Judith's Fancy Beach,17.777,-64.741
,,
Jug Handle State Beach ,39.37683005,-123.8184875
,,
Juist,53.68276,6.97083
,,
Jukdo Beach,37.975,128.761
,,
Julianadorp,52.89523,4.71021
,,
Jumeirah Beach,25.149,55.193
,,
Juno Pier,26.89373014,-80.05400139
,,
Jupiter Inlet,26.94256932,-80.07056771
,,
Jurubida,5.8401,-77.2843
,,
K Road,40.83372944,-72.50426173
,,
K-181,31.297,-116.418
,,
K-38,32.264,-117.006
,,
K-40,32.241,-116.939
,,
K-55 1/2,32.153,-116.898
,,
K-61,13.498,-89.473
,,
Kabakam Beach,43.253,28.03
,,
Kadarim,32.796,34.955
,,
Kaeda Kako,31.819367,131.45678
,,
Kaena Point,21.576,-158.282
,,
Kaguchihama,32.115239,131.53538
,,
Kahalu'u Bay,19.581,-155.969
,,
Kahuku,21.679,-157.935
,,
Kahului Harbor,20.904,-156.463
,,
Kaifu Rivermouth,33.5948965,134.3638642
,,
Kaiolohia Bay/Shipwreck Beach,20.918,-156.901
,,
Kaiser's,21.277,-157.841
,,
Kalamitsi,39.99,23.992
,,
Kalang River Mouth,-30.501,153.035
,,
Kalaupapa,21.198,-156.984
,,
Kalim,7.914,98.292
,,
Kalo Nero (Peloponnisos),37.295,21.693
,,
Kamakomae,35.30586,139.4995
,,
Kamakura - Shonan,35.305,139.503
,,
Kamala Beach,7.954,98.281
,,
"Kamalino, Niihau",21.812,-160.246
,,
Kaminoko,28.399659,129.642137
,,
Kamogawa,35.11575772,140.1371018
,,
Kanaha,20.905,-156.442
,,
Kandooma Right ,3.904866302,73.47498536
,,
Kandui,-1.909637,99.31057
,,
Kannur,11.872,75.349
,,
Kaolins,47.724,-3.493
,,
Kapu Beach Lighthouse,13.222,74.737
,,
Karaburun,41.342,28.689
,,
Karahama,31.872018,130.20907
,,
Karmøy,59.233451,5.18307
,,
Karon Beach,7.841,98.291
,,
Kashima,36.087,140.61
,,
Kassouro Yoko,31.871508,131.457982
,,
Kastro,41.63,28.104
,,
Kastro Point,39.284,20.396
,,
Kastrosikia,39.094,20.65
,,
Kata Beach,7.817,98.297
,,
Kata Noi Beach,7.809,98.297
,,
Katakor,4.751,-2.046
,,
Katsuura,33.845505,130.480371
,,
Katwijk aan Zee,52.20636,4.38918
,,
Kaunakakai (The Wharf),21.079,-157.031
,,
Kawa,21.201,-157.152
,,
Kawahiracho Minamikawanobori,35,132.28
,,
Kawaihae,20.029,-155.831
,,
Kawana,-26.684,153.142
,,
Kazusa,32.624024,130.16446
,,
Kddi,32.023759,131.498623
,,
Keel Beach,53.969,-10.071
,,
Kennedy Space Center,28.49083243,-80.58001716
,,
Kennett Point,-38.67,143.866
,,
Kennett River,-38.668,143.864
,,
Kepuhi Bay,21.189,-157.249
,,
Keramas,-8.598583333,115.3390833
,,
Keramas KFC,-8.600811,115.335603
,,
Kerith Resort,4.513,103.453
,,
Kerloch,48.252,-4.56
,,
Kerlouan,48.66,-4.404
,,
Ketareef,34.74472,139.3528
,,
Kettle Point,43.18317,-82.02318
,,
Key West,24.567235,-81.774749
,,
Khao Lak,8.663,98.244
,,
Kianga,-36.193,150.131
,,
Kiawah Island/Seabrook Island,32.595,-80.088
,,
Kijal,4.331,103.491
,,
Kijkduin,52.06916,4.213309
,,
Kilcummin Harbour,54.28521528,-9.223662106
,,
Killcare,-33.534,151.36
,,
Killers,30.553444,-9.738317
,,
Kilyos,41.247,29.033
,,
Kimmeridge Bay,50.6111,-2.133
,,
Kincardine,44.17798,-81.644085
,,
Kinchanchimae,43.2052,140.7747
,,
King Beach,-26.805,153.143
,,
"King Kong Left, Nagigia Island",-19.14611111,177.9677778
,,
Kings Beach,-28.71,153.618
,,
Kingscliff,-28.253,153.579
,,
Kirra,-28.1643651,153.5358943
,,
Kisakata,39.202861,139.889302
,,
Kisakihama,32.00444235,131.4921358
,,
Kitaizumi,37.65972238,141.0197979
,,
Kite Beach,26.90524197,-80.05936098
,,
Kitty Hawk Pier,36.10126677,-75.71107462
,,
Kiyo,34.532872,131.50203
,,
Kiyo Hidarigawa,34.532723,131.498387
,,
Kiyo Main,34.5317,131.4977
,,
Kiyogahama,34.532104,131.493516
,,
Klein,11.999,-68.649
,,
Kleinmond,-34.348,19.009
,,
Klitmoller Bunker,57.039368,8.465817
,,
Knife River,46.943698,-91.778176
,,
Knight's Point,26.88221102,-82.33598283
,,
Knokke-Heist,51.349638,3.240452
,,
Ko Phayam,9.718,98.391
,,
Ko Samet,12.57,101.448
,,
"Kodiak, Alaska",57.42647024,-152.3662949
,,
Kodomonokuni,31.808473,131.463046
,,
Koh Lanta,7.638,99.026
,,
Koh Phangan,9.677,100.071
,,
Kohler-Andrae State Park,43.666424,-87.714441
,,
Koigaura,31.408612,131.343677
,,
Kokufunohama,34.329,136.879
,,
Kolekole,19.884,-155.117
,,
Kolimpithra (Tinos),37.631,25.142
,,
Kommetjie,-34.141,18.3131
,,
Korora,-30.252,153.15
,,
Kouchiumi,31.732328,131.468754
,,
Kounohamamein,34.3446,136.8815
,,
"Kovalam, Kerala",8.385,76.971
,,
Krioneri,39.282,20.405
,,
Krokrobite,5.496,-0.354
,,
Kudaka-jima,26.15,127.886
,,
Kugenuma Beach - Shonan,35.312,139.475
,,
Kumari Point,10.54472351,92.42057576
,,
Kumars,-7.571,158.783
,,
Kumcagiz,41.16,30.22
,,
Kumta,14.415,74.392
,,
Kumura,35.297316,132.63633
,,
Kure Beach,33.99803878,-77.90506464
,,
Kuta,-8.950192826,115.1257324
,,
Kuta,-8.903055556,116.285
,,
Kuta Beach,-8.715,115.165
,,
Kuta Reef,-8.731741667,115.1546028
,,
Kylies Beach,-31.736,152.798
,,
Kühlungsborn,54.154098,11.74121
,,
L' Aubraie,46.515,-1.824
,,
L'Amelie,45.485,-1.153
,,
L'Ancresse Bay-Guernsey,49.504,-2.53
,,
L'Estacade,43.653,-1.446
,,
La Barra,-34.92,-54.863
,,
La Barra - Las Canteras,28.1447,-15.4368
,,
La Barre,43.527,-1.529
,,
La Barrita,17.411,-101.185
,,
La Barrita,13.911,-90.956
,,
La Bellaca,-0.6278,-80.4622
,,
La Bestia,-20.23333333,-70.155
,,
La Bocaina,10.464,-67.931
,,
La Bocana,13.48724763,-89.36261827
,,
La Bocana,26.8,-113.74
,,
La Bocana,23.568,-110.35
,,
La Boya,18.433,-69.631
,,
La Caleta,28.3768,-16.790614
,,
La Chocolatera,-2.1851,-80.9872
,,
La Ciotat,43.182,5.615
,,
La Corniche,43.328,5.118
,,
La Cote des Basques,43.479,-1.569
,,
La Couronne,43.327,5.059
,,
La Cupula,-23.74138889,-70.44555556
,,
La Derecha del Altillo,28.14738419,-15.56765914
,,
La Diablica,-2.32174,-80.8993
,,
La Diga,44.485,12.289
,,
La Fonda,32.118,-116.888
,,
La Gamelle,48.008,-4.547
,,
La Graviere,43.66388889,-1.443888889
,,
La Guillotine,43.282,3.445
,,
La Helice,-38.574,-58.683
,,
La Isla,-12.341,-76.823
,,
La Jenny,44.858,-1.227
,,
La Jolla,15.876,-95.776
,,
La Jolla Shores,32.863,-117.257
,,
La Laguna,26.278,-112.592
,,
La Lancha,20.762,-105.494
,,
La Loberia,-0.9286,-89.6128
,,
La Maddalenetta,40.572,8.299
,,
La Manga del Mar Menor,37.662,-0.72
,,
La Mare-Jersey,49.169,-2.086
,,
La Mata,38.027,-0.651
,,
La Mauvaise Greve,48.694,-4.088
,,
La Mision,32.105,-116.89
,,
La Nave,43.565,13.59
,,
La Nord,43.665,-1.446
,,
La Ocho,18.46862353,-66.09329079
,,
La Paloma,-38.16877674,-57.62955666
,,
La Palue,48.203,-4.562
,,
La Pared,18.377237,-65.714583
,,
La Pared,28.21453,-14.22557
,,
La Passe,5.191,-3.714
,,
La Pastora,23.551,-110.33
,,
La Paz,13.48347405,-89.32375748
,,
La Penon,43.711,-1.44
,,
La Perouse Bay,20.591,-156.415
,,
La Playita,10.493,-68.082
,,
La Pointe au Sel,-21.19999158,55.28242733
,,
La Posada,-2.6457,-80.4191
,,
La Punta,15.831,-97.048
,,
La Push,47.90649176,-124.6370865
,,
La Rambla,-37.13,-56.862
,,
La Rinconada,-1.7179,-80.7987
,,
La Rocco-Jersey,49.198,-2.235
,,
La Sabana,10.616,-66.374
,,
La Saladita,17.836,-101.774
,,
La Salina,32.058,-116.887
,,
La Santa Right (Morro Negro),29.11694444,-13.66305556
,,
La Sauzaie,46.636,-1.894
,,
La Selva,18.36436194,-65.67175851
,,
La Serena,-38.108,-57.566
,,
La Speranza,40.495,8.367
,,
La Sud,43.66,-1.447
,,
La Ticla,18.453,-103.56
,,
La Torche,47.84083333,-4.350833333
,,
La Tour,43.543,7.13
,,
La aguada,-34.643,-54.153
,,
Labadi Beach,5.56,-0.142
,,
Labenne-Ocean,43.6,-1.474
,,
Lacanau,45.00222222,-1.2025
,,
Lacona,42.758,10.299
,,
Ladies,-32.952,151.756
,,
Lafitenia,43.41611111,-1.628333333
,,
Lagide,39.37491427,-9.33134079
,,
Lagkouvardos (Peloponnisos),37.09,21.582
,,
Lago do Linho,38.625,-27.924
,,
Laguna,-28.473372,-48.764147
,,
Lahaina Harbor - Breakwall,20.869,-156.679
,,
Lahinch Beach,52.929,-9.353
,,
Lahinch-Cornish Left,52.925,-9.355
,,
Lajao,-6.225468,-35.048475
,,
Laje do Pao de Acucar,-22.938409,-43.151797
,,
Lajinha,-6.27896,-35.033028
,,
Lake Cathie,-31.551,152.859
,,
"Lake Erie Beach, Port Dover",42.782743,-80.202933
,,
Lake Erie State Park,42.425041,-79.435123
,,
Lake Forest Beach,42.261008,-87.824268
,,
Lake Superior Campground Beach,46.6798,-85.745064
,,
Lake Superior Park/Gargantua,47.555238,-84.958497
,,
Lake Worth Pier,26.61270529,-80.0338936
,,
Lakes Beach,-33.246,151.566
,,
Lakes Entrance,-37.884,147.997
,,
Lakeside Park,43.02074,-82.427703
,,
Lakey Peak,-8.810277778,118.3825
,,
Lamone,44.526,12.28
,,
Lances Left,-2.372408333,99.833325
,,
Lances Right,-2.375641667,99.85916389
,,
Langeoog,53.75341,7.472157
,,
Langevelderslag,52.30455,4.4737
,,
Langland Bay,51.56527778,-4.010277778
,,
Laniakea,21.62,-158.088
,,
Laniakea Inside,21.61937211,-158.0857193
,,
Lantana Public Beach,26.58484504,-80.03649736
,,
Lanuza Rivermouth,9.233654429,126.0565376
,,
Las Barrancas,26.014,-112.23
,,
Las Brisas,18.556,-103.642
,,
Las Flores,13.167687,-88.117981
,,
Las Flores,23.241,-106.454
,,
Las Galletas,28.00417,-16.655324
,,
Las Gatas,17.622,-101.554
,,
Las Gaviotas,32.171,-116.911
,,
Las Gaviotas,11.2605,-73.567
,,
Las Islitas,21.516,-105.246
,,
Las Labradas,23.613,-106.767
,,
Las Lisas,13.792,-90.248
,,
Las Machas,-18.45166667,-70.30527778
,,
Las Palmas,23.39151659,-110.2143952
,,
Las Peñitas,12.37137996,-87.0372963
,,
Las Salinas,28.07692,-14.47738
,,
Las Tunas,-1.6603,-80.8234
,,
Las Velas,10.4379,-75.5359
,,
Las pinas/La Antena,-1.1052,-80.899
,,
Latigo Point,34.02587528,-118.7554939
,,
Laughing Fish Point Beach,46.536332,-87.012153
,,
Laulii,-13.858,-171.687
,,
Laurelton Blvd.,40.58270702,-73.67251552
,,
Lavadoura,0.303,6.752
,,
Lavallette,39.98313468,-74.06265686
,,
Lavanono,-25.428,44.937
,,
Lawrencetown Beach,44.643,-63.343
,,
Lawrencetown Left Point,44.639,-63.325
,,
Lawrencetown Right,44.627,-63.281
,,
Lawson's Bay,17.72887811,83.34529607
,,
Le Club,43.5,-1.546
,,
Le Gouerou,48.458,-4.773
,,
Le Grand Crohot,44.799,-1.238
,,
Le Gurp,45.434,-1.156
,,
Le Kerou,47.767,-3.564
,,
Le Moule,16.335,-61.354
,,
Le Petit Minou,48.337,-4.618
,,
Le Petit Train,44.657,-1.261
,,
Le Pin Sec,45.269,-1.17
,,
Le Porge,44.894,-1.222
,,
Le Prado,43.258,5.374
,,
Le Prevent,43.651,-1.447
,,
Le Rouet,43.334,5.175
,,
Le Rozel,49.482,-1.852
,,
Le Santocha,43.64760422,-1.447205477
,,
Le Sillon,48.67,-2.005
,,
Le Truc Vert,44.716,-1.254
,,
Le Verdon,45.567,-1.092
,,
Le Virage,14.757,-17.496
,,
Leadbetter Beach,34.4015276,-119.6985126
,,
Leadbetter Point,34.39836265,-119.7021259
,,
Leba,54.769,17.543
,,
Leca,41.189834,-8.711711
,,
Lefthanders,-33.88036667,114.9803222
,,
Lefthanders,17.92246394,120.4184791
,,
Leivada (Tinos),37.61,25.238
,,
Lennox Head,-28.80011944,153.59755
,,
Leo Carrillo,34.043762,-118.932943
,,
Leonard Island,-37.009,149.939
,,
Lerici,44.082,9.905
,,
Les Alcyons,43.427,-1.611
,,
Les Blancs Sablons,48.37,-4.77
,,
Les Boulassiers,46.02,-1.327
,,
Les Bourdaines,43.699,-1.441
,,
Les Brayes-Jersey,49.198,-2.227
,,
Les Casernes,43.725,-1.435
,,
Les Cavaliers,43.5225,-1.525833333
,,
Les Conches,46.386,-1.498
,,
Les Culs Nuls,43.68220204,-1.441672439
,,
Les Dunes,46.606,-1.858
,,
Les Estagnots,43.686,-1.444
,,
Les Huttes,46.006,-1.407
,,
Les Laurons,43.353,5.023
,,
Les Roches Blanches,48.109,-4.362
,,
Les Sables-D'Olonne,46.49431533,-1.783518791
,,
Les Sablettes,43.078,5.892
,,
Lesconil,47.796,-4.208
,,
Lespecier-Plage,44.165,-1.311
,,
Leste Oeste,-3.713781,-38.541224
,,
Lester River,46.836016,-92.00554
,,
Levanto,44.17,9.607
,,
Lexington,43.26207,-82.5262
,,
Libanona,-25.039,46.994
,,
Lido,43.853,13.012
,,
Lido Beach,40.58501728,-73.60011578
,,
Lido Beach,27.31496308,-82.58304669
,,
Lighthouse,17.927946,-76.77929
,,
Lighthouse (Punta San Jose),31.462,-116.589
,,
Lighthouse Beach,8.384457658,76.97877909
,,
Lighthouse Beach,-28.8712,153.591
,,
Lighthouse Beach,-31.477,152.934
,,
Lighthouse Beach,6.392,3.39
,,
Lighthouse Bombie,-21.802,114.11
,,
Ligia Reef,39.129,20.589
,,
Lignano Pineta,45.667,13.116
,,
Lillatro,43.382,10.429
,,
Limani Pasa Beach,37.678,24.054
,,
Lincoln Blvd.,40.58270323,-73.6524725
,,
Lincoln Blvd. Overview,40.58245878,-73.65351319
,,
Lincoln City,44.9585731,-124.0219018
,,
Lincoln City Overview,44.95798072,-124.0217292
,,
Lippe-Hohwachter Bucht,54.326261,10.66554
,,
Little Avalon Beach,-33.634,151.337
,,
Little Beach,-33.511,151.42
,,
Little Gibber Rocks,-32.603,152.268
,,
Little Makaha,-33.741,151.32
,,
Little Malibu,18.343578,-67.260818
,,
Little Presque Isle Beach,46.640818,-87.480239
,,
Little Shelley Beach,-29.52,153.364
,,
Little St. Simons Island,31.27044939,-81.27324039
,,
Little Tybee Island,31.96738675,-80.86977981
,,
Little Wanganui,-41.39026111,172.0569111
,,
Llangennith,51.59277778,-4.299166667
,,
Llangrannog,52.161,-4.472
,,
Llias Madraki (Skiathos),39.167,23.405
,,
Lobitos,-4.449,-81.284
,,
Loch Arbour and Deal,40.229841,-73.996782
,,
Locquirec,48.699,-3.65
,,
Loekken,57.37262,9.70508
,,
Log Cabins,21.65870454,-158.0605817
,,
Logans Beach/Japs,-38.405,142.519
,,
Lohi's,4.348032689,73.6210003
,,
Long Beach,49.0641,-125.7682
,,
Long Beach Island,39.650806,-74.17145848
,,
Long Beach Peninsula,46.35185177,-124.0674673
,,
Long Point (southwest beach),42.575691,-80.381766
,,
Long Reef,-33.746,151.307
,,
Long Sands Beach,43.163135,-70.616893
,,
Long-Long,-2.579093,150.773127
,,
Longchamps,48.641,-2.125
,,
Lopa Beach,20.804,-156.807
,,
Lopes Mendes,-23.171118,-44.135621
,,
Lori Wilson Park,28.33675701,-80.60568094
,,
Lorne,-38.54,143.979
,,
Lorne Point,-38.546,143.986
,,
Lorne S A s,-38.555,143.982
,,
Los Alamos,36.642,-4.478
,,
Los Caracas,10.629,-66.575
,,
Los Cocos,10.618,-66.838
,,
Los Frailes,23.379,-109.42
,,
Los Genoveses,36.745,-2.1202
,,
Los Lobos,28.75027778,-13.83527778
,,
Los Locos,43.439,-4.048
,,
Los Naranjos,11.2983,-73.8928
,,
Los Organos,-4.178081,-81.142069
,,
Los Patios,-2.6814,-80.3593
,,
Los Pinos,23.209,-106.429
,,
Los Platos-La Orrotava,28.422825,-16.509672
,,
Los Tubos,18.47273941,-66.44904623
,,
Lourdas Beach (Kefallonia),38.115,20.625
,,
Louro,42.752,-9.098
,,
Loutsa,39.181,20.542
,,
Lover's Point,36.62606586,-121.9154754
,,
Lower Jetties,33.61288593,-117.9360867
,,
Lower Trestles,33.38144,-117.5884311
,,
Lowestoft,52.466,1.749
,,
Ludington State Park,44.030404,-86.508842
,,
Lugar de Baixo,32.668,-17.062
,,
Lulu's Left,-7.427,158.316
,,
Luna Park/Milansea Beach,-38.753,143.309
,,
Luna Pier,41.808687,-83.440682
,,
Lunada Bay,33.77209987,-118.4268428
,,
Lurline Bay,-33.937,151.261
,,
Lusty Glaze,50.42255986,-5.069342852
,,
Lyall Bay,-41.335552,174.799301
,,
Lyme Regis,50.35520909,-4.281663895
,,
Lynmouth,51.23472222,-3.825833333
,,
Ma'alaea Harbor,20.791,-156.509
,,
Ma'ili,21.417,-158.185
,,
Maaravi,32.05613595,34.75484133
,,
Maasvlakte,51.94281,3.99988
,,
MacDonald Park,44.220997,-76.490636
,,
MacGregor Point,44.414386,-81.486851
,,
MacKerricher,39.47339314,-123.805311
,,
Macaronis,-2.789,99.99
,,
Machrihanish,55.431,-5.733
,,
Mackay Harbour,-21.102,149.274
,,
Mackenzie Beach,49.133135,-125.909777
,,
Mackenzies,-33.9,151.272
,,
Mackinac Island,45.86727,-84.610387
,,
Macmasters Point,-33.502,151.429
,,
Macumba Curvao,-23.032441,-43.467359
,,
Macuro,10.498,-68.01
,,
Madalena do Mar,32.7,-17.137
,,
Madeiro,-6.207732,-35.078687
,,
Madeline Island/Big Bay,46.810422,-90.671978
,,
Mag Bay,24.756,-112.237
,,
Magaggiari,38.161,13.084
,,
Magics,19.594,-155.973
,,
Magnet Bay,-43.845,172.74
,,
"Mahabalipuram, Tamil Nadu",12.617,80.2
,,
Mahe,11.696,75.53
,,
Maimba,-20.707022,-40.514368
,,
Main Beach,40.94235535,-72.19285727
,,
Main Beach,30.66753985,-81.42982806
,,
Main Beach,-27.965,153.432
,,
Main Pass,7.012777778,158.2075
,,
Main Street North,29.22786458,-81.00457164
,,
Main Street South,29.22581899,-81.00580215
,,
Majanicho,28.749293,-13.933186
,,
Makaha,-12.133164,-77.039161
,,
Makaha,21.475,-158.227
,,
Makapu'u,21.31110306,-157.6590698
,,
Makka,17.869517,-76.582916
,,
Mal Pais,9.570222045,-85.14184393
,,
Mal Paso,-2.6425,-80.4344
,,
Malabar,-33.976,151.26
,,
Malhao,37.786679,-8.806232
,,
Malibu Close-up,34.03591072,-118.6780715
,,
Malibu First Point,34.03577736,-118.6766768
,,
Malibu Overview,34.03316341,-118.6747563
,,
Malibu Second to Third Point,34.033415,-118.677652
,,
Malibu Second to Third Point,35.148,140.305
,,
Malibupeta,17.83626713,83.41471173
,,
Malua,-35.794,150.233
,,
Malvina,-30.008,-50.128
,,
Mamo,10.612,-66.994
,,
Mana Point,22.013,-159.785
,,
"Manapad, Tamil Nadu",8.374,78.069
,,
Manasquan Inlet,40.113,-74.028
,,
Mancora,-4.110833333,-81.06722222
,,
Manele Bay,20.736,-156.894
,,
Mangalore Jetty,12.914,74.802
,,
Mangamanu,-42.32098056,173.7489389
,,
Mangamari,17.834,83.417
,,
Mangawhai Heads,-36.0783,174.604
,,
Mangue Seco,-11.483614,-37.364454
,,
"Manguinhos, Brazil",-20.199344,-40.190267
,,
Manhattan Beach,33.87963506,-118.4110175
,,
Manistee Pier,44.252841,-86.345552
,,
